customerID,tenure,MonthlyCharges,TotalCharges,Contract,Churn
1527-WZGV,27,104.8,1363.05,Two year,No
1787-NEZP,57,92.89,5560.85,One year,No
6210-ZYLQ,31,29.54,1423.78,Month-to-month,Yes
0043-QGIM,6,62.87,2551.44,Two year,No
5632-HJKI,40,22.92,4076.43,Two year,No
0007-FMXC,12,68.09,6391.88,One year,No
1933-CAOW,53,86.24,5941.81,Two year,Yes
3737-NJQF,71,31.85,5199.72,Month-to-month,No
3817-DPXR,10,48.89,1330.61,Two year,Yes
1790-OISZ,45,59.78,4421.66,Two year,No
2701-OGWW,17,111.95,790.83,One year,Yes
9984-SXBK,26,119.33,3081.17,Two year,No
9505-SDBO,62,24.49,3366.78,One year,No
7673-RWZE,46,96.1,414.51,One year,No
7374-HEEF,64,57.17,2264.51,Two year,Yes
6874-SNHF,2,59.25,7649.63,Month-to-month,No
7510-GBDW,54,95.43,7633.7,One year,No
9276-GVNA,65,111.84,2883.38,Two year,No
3630-SOSK,51,115.09,440.49,One year,No
6308-VFZE,53,77.71,1514.85,Month-to-month,No
9597-UCTJ,36,55.71,3198.52,Month-to-month,No
6865-VFGP,26,98.75,7587.46,One year,Yes
8712-SJXC,29,45.1,1215.47,Month-to-month,Yes
1181-MSQA,21,76.41,6131.78,Two year,No
1136-BBGX,11,55.86,958.59,Two year,Yes
9157-VPJA,40,85.66,7851.93,One year,No
8760-GCDQ,11,44.04,3114.77,Month-to-month,No
0991-TISF,36,39.16,6224.35,Two year,No
4541-IEBR,59,111.82,2806.47,Two year,Yes
6181-HNVD,39,30.18,5058.58,Two year,Yes
9041-RFWK,54,70.6,1616.93,One year,No
8811-CCYJ,55,42.09,1253.57,One year,No
6199-XPEN,24,23.89,7510.71,Two year,No
5616-HVJC,22,23.6,7349.41,Two year,Yes
9698-SBAY,69,37.52,7111.0,Month-to-month,Yes
1633-SUMB,56,106.68,5040.92,Month-to-month,Yes
5920-ZEKI,33,48.25,6485.32,Month-to-month,No
4647-IURG,36,115.05,645.39,One year,No
4455-VKPK,20,78.16,2744.83,Two year,Yes
5677-GAZA,62,63.66,2578.25,One year,Yes
5990-JWWV,26,78.01,5121.6,Two year,No
2189-XGVB,66,71.67,2912.07,Month-to-month,No
1973-AZJS,40,95.88,1273.2,Month-to-month,No
6088-AJCC,17,48.25,4812.09,Month-to-month,Yes
5811-TTSH,1,55.31,6533.63,Month-to-month,No
4376-HEWA,61,109.41,3118.78,Two year,No
7508-RWOV,43,114.65,1144.92,Month-to-month,Yes
9574-EZNZ,42,109.26,1653.84,Two year,Yes
1262-ETOV,25,61.94,1976.12,Two year,No
8436-VEUQ,39,98.04,2469.19,One year,Yes
1106-WAHO,35,67.63,5178.08,Month-to-month,Yes
0573-OQAG,3,69.75,4847.47,Month-to-month,No
9557-BIYA,44,40.47,5599.03,One year,No
3231-TSZS,51,79.11,2963.77,Two year,No
0471-UDPJ,12,38.61,6609.58,Month-to-month,No
5821-MXCS,19,53.16,1712.29,Two year,No
8867-EZNS,44,105.5,3805.42,One year,No
6937-IJWL,59,40.71,6427.42,Two year,Yes
8732-PBDQ,49,27.12,1523.25,Month-to-month,No
4818-OZUC,61,26.9,967.92,Two year,Yes
0391-HJCE,17,114.08,7081.1,Two year,No
7242-WQDD,57,70.69,2809.14,Month-to-month,No
5084-WXDJ,55,60.94,5502.57,Month-to-month,No
8936-NGWR,47,101.09,300.25,Two year,No
6672-VAWH,12,103.58,5551.37,Two year,No
1303-MCMQ,62,53.22,2597.2,One year,No
9407-XXTF,8,89.36,540.35,Month-to-month,No
3394-SMHA,21,97.11,4917.52,Two year,No
1463-APJY,70,85.47,2002.35,Month-to-month,No
3440-WYRH,72,35.16,3155.78,One year,No
6004-HSWN,25,107.59,736.59,Two year,No
6280-XITE,12,73.91,1262.59,Two year,No
3446-ESJS,15,48.25,2454.02,Two year,Yes
3075-CRQI,59,62.52,809.1,Month-to-month,No
9977-IDLD,26,23.76,7295.53,One year,No
8194-NALV,26,32.79,147.77,Month-to-month,No
1490-FZKO,47,96.55,3922.5,Two year,No
1339-ZOAV,32,20.0,1073.65,One year,No
0858-SQLK,10,61.66,2530.66,Two year,Yes
3557-CELE,16,72.25,7415.87,Two year,Yes
5538-RLHQ,71,25.46,1377.39,Month-to-month,No
9898-CQQK,17,117.31,7730.08,Two year,Yes
4790-LPAH,23,42.61,1725.78,One year,No
4243-FMDZ,26,50.42,5958.37,Two year,No
9487-TAJF,7,50.39,4418.75,Two year,No
2828-UKGX,14,43.04,7087.38,Month-to-month,No
4013-VVPI,7,20.15,4476.55,One year,Yes
9929-FQVU,9,92.93,4323.02,Month-to-month,No
5169-EXNL,48,116.68,1644.12,Two year,No
0856-UVQG,72,42.43,1413.21,Month-to-month,No
5920-LQPA,59,86.3,7340.26,Month-to-month,Yes
7903-TDLQ,39,94.19,2689.92,Month-to-month,No
3282-NGUU,18,104.84,3039.45,Month-to-month,Yes
7629-QQPC,59,62.26,6102.61,Two year,No
4512-XCMJ,17,50.29,2776.71,Two year,Yes
8340-BYBR,14,52.53,7621.29,One year,Yes
3398-EAEO,31,91.26,5929.63,Month-to-month,Yes
6099-MPOE,24,101.68,4819.69,Month-to-month,No
7910-ANDW,60,38.16,7059.07,One year,No
1232-SYGM,45,57.09,491.89,Month-to-month,No
9352-TMNK,3,110.19,2130.8,One year,No
1168-HKPT,37,100.67,3773.79,Two year,No
3794-WLTV,43,118.49,1893.13,One year,No
6645-JQBE,40,95.42,5976.85,Month-to-month,No
0552-VQZJ,55,59.32,7361.74,One year,Yes
0137-JBRJ,39,79.06,3447.78,Two year,No
7130-IMUX,15,86.1,2802.85,Month-to-month,No
5365-CHPW,4,27.85,7696.25,Two year,No
8084-TIIF,25,74.45,3614.33,Two year,No
8494-DEIJ,13,90.93,3963.48,One year,Yes
5268-ZXHV,33,36.73,2878.03,Two year,Yes
4890-QBCU,16,98.06,7285.43,Month-to-month,No
7274-OIPK,42,78.38,4594.75,Two year,Yes
6489-DJQA,66,115.22,6121.18,Two year,Yes
0013-RLEE,55,24.24,6513.27,One year,Yes
9399-YWGU,42,46.53,2800.61,Two year,No
1903-PVHE,34,80.16,3526.19,One year,Yes
1418-TXZK,30,49.66,6802.93,One year,No
4155-RZIT,13,91.44,2969.72,Month-to-month,No
2220-OWRT,13,95.9,6372.09,Month-to-month,No
2090-AFVE,18,30.25,7533.84,Month-to-month,Yes
1255-WTIL,32,71.39,5023.36,Month-to-month,No
1592-JZWN,39,70.89,5958.86,One year,No
7121-HWQD,46,56.93,6460.27,Two year,No
8728-EARL,29,113.29,6775.81,Month-to-month,No
2904-DNNB,62,102.75,3220.92,Month-to-month,No
2067-KHKP,62,89.72,504.98,Month-to-month,Yes
5446-QYFB,57,91.43,3274.82,Two year,No
0201-FQSK,16,66.17,5422.67,Month-to-month,No
1782-FUJH,56,112.1,3657.77,Two year,Yes
5705-SMHX,10,89.46,6016.81,One year,No
2301-XDAM,30,92.9,2920.16,One year,No
3120-RWPZ,25,106.17,5114.48,One year,Yes
5421-VOZV,5,47.41,1572.72,Two year,Yes
5110-HTLT,65,100.71,6020.02,Month-to-month,Yes
9243-AJSX,49,39.52,4411.0,Month-to-month,No
7895-CRSA,3,54.53,1712.11,Month-to-month,Yes
9861-MGTZ,45,53.56,2406.1,Month-to-month,Yes
3719-QZWR,14,117.85,6014.01,Month-to-month,Yes
8495-GRXK,30,105.65,3912.55,Two year,No
4930-NIPL,68,90.12,1806.65,One year,No
4972-ZMRM,18,92.71,7741.44,Month-to-month,No
1966-HHUA,62,76.21,5749.49,One year,Yes
0250-HLRA,37,114.71,7661.37,Two year,No
2328-RTEC,25,69.63,3474.13,Two year,No
2915-CFMJ,48,58.05,3853.29,Month-to-month,No
8649-CGHI,65,36.3,7193.85,Two year,No
5635-RFDO,53,98.62,4247.89,One year,No
3056-OJWL,15,93.44,5687.5,Month-to-month,No
1439-SMLK,49,58.44,2092.17,Month-to-month,Yes
4059-KTPH,68,22.52,3629.14,One year,No
2515-OHTK,12,103.9,1075.25,Month-to-month,No
4088-LBBV,59,21.14,1727.24,Month-to-month,No
6302-MIBT,37,90.37,107.45,One year,No
6702-DTMF,61,117.03,410.19,Month-to-month,No
6833-ZAMR,43,63.77,7820.54,Month-to-month,Yes
1061-CFMV,70,43.5,2014.59,One year,Yes
4014-ZVVO,39,90.49,5340.15,Two year,No
8686-LQEV,56,101.71,6728.89,One year,No
6175-MHRY,63,74.64,4450.22,Month-to-month,Yes
4636-CKLA,46,116.7,1309.84,One year,Yes
4503-QXQB,11,25.17,5852.12,Month-to-month,No
9947-HZJW,62,70.48,4841.99,Month-to-month,No
5373-BRJS,25,91.85,5876.88,One year,No
3772-THKX,71,106.26,6181.0,Month-to-month,No
6346-OYUN,52,37.93,7805.74,Two year,No
1393-QKBW,4,100.0,4631.15,Month-to-month,No
1019-MTZV,59,75.27,2798.96,One year,No
7281-XTKB,72,59.66,5222.87,Two year,No
6180-TPVY,20,33.17,640.68,Two year,No
3639-OFGL,63,106.53,7189.44,Month-to-month,No
2218-VEPQ,54,35.73,1043.11,One year,No
6288-JKOB,57,50.98,2689.96,Month-to-month,No
1796-MVOM,41,49.0,6544.39,Month-to-month,Yes
3651-BLJB,3,107.14,4818.77,One year,Yes
0721-FPIF,6,87.27,3209.72,One year,Yes
9927-BWZB,5,99.67,3840.14,Month-to-month,Yes
5895-KBSC,5,45.05,6850.92,Two year,Yes
4920-IGIT,54,82.49,2786.03,Month-to-month,No
1579-RWGB,47,77.17,6970.23,Two year,No
9977-AZYP,49,103.28,796.26,Month-to-month,No
6059-HBAN,9,110.61,6236.71,One year,Yes
6438-ZABU,20,21.22,6795.63,Two year,No
8586-TOBT,61,87.4,1536.36,One year,No
6441-LXZJ,35,25.18,3499.74,One year,No
1402-PFTX,50,74.89,1407.45,One year,No
7590-SVBD,62,48.76,5682.17,One year,Yes
1036-GHPM,17,50.68,4329.25,One year,Yes
1025-MTJX,3,55.3,5119.05,Month-to-month,No
2797-HQNG,32,82.13,1652.25,Two year,Yes
6509-SQHF,13,53.4,1772.79,Month-to-month,No
1927-FJVD,68,93.27,427.83,Month-to-month,No
9664-CMAH,14,60.45,2644.33,Month-to-month,No
3802-PMWK,11,26.84,4521.98,One year,Yes
0214-BHOJ,56,98.38,6877.69,Month-to-month,No
0689-XVPT,67,48.58,5368.73,Two year,No
3844-STBC,29,63.28,3539.63,Month-to-month,No
3768-YMOO,9,88.54,7629.65,One year,Yes
5137-YDAU,67,53.25,5782.04,Two year,Yes
9025-IKQJ,25,25.66,7448.31,Two year,Yes
6786-DOIG,42,57.39,4267.94,Two year,Yes
1444-ZMVF,9,114.44,2145.34,Two year,No
0926-IBET,40,84.17,517.33,Month-to-month,Yes
2816-DQBC,25,87.15,5836.07,One year,No
0685-BSBS,5,83.23,1058.29,Two year,No
2268-JSPJ,11,39.9,2491.92,Two year,Yes
0452-IJVK,59,61.83,4306.52,One year,No
6813-UIKQ,38,95.09,4558.89,Month-to-month,No
4961-BYXA,72,30.14,4844.61,Two year,No
6857-NPIF,5,47.79,1413.42,Month-to-month,No
8073-ZCCY,48,47.63,3099.93,Month-to-month,No
2555-KTWN,18,63.2,4975.83,Month-to-month,No
0454-GVHG,70,118.04,7761.57,Month-to-month,No
2734-TDGT,37,26.75,5848.29,Two year,No
8335-XQPL,60,71.87,7388.57,Two year,No
4581-NUKP,48,37.94,6121.48,Month-to-month,No
1223-CKZO,28,117.07,4774.56,Month-to-month,No
6788-ADGO,69,31.33,1616.98,One year,No
9710-LRZD,40,60.36,5366.82,One year,No
8993-KOSD,45,93.79,5024.7,One year,Yes
8856-ZBTJ,62,90.46,4859.51,Two year,No
4448-HMDE,58,62.27,3969.31,One year,No
7990-XPJQ,67,54.65,4276.39,Two year,No
3455-YCHI,56,59.76,2742.1,Two year,No
5858-LIIE,40,46.43,4202.57,Two year,No
1879-FNOQ,40,40.53,1660.69,Two year,No
0212-LXHX,33,68.3,6460.88,One year,Yes
9796-DFVT,6,46.85,1567.64,Month-to-month,No
0995-UAVA,19,48.75,771.23,Month-to-month,No
2957-NVHC,40,85.68,3546.34,Month-to-month,No
7844-GWZT,59,116.85,5300.63,One year,No
1307-SINH,59,80.36,3557.96,Month-to-month,No
6577-IYLY,48,27.7,2286.36,One year,No
7386-WAQA,41,27.56,4509.55,One year,No
1396-GDVT,13,115.14,2841.32,One year,No
2189-WTAB,45,49.73,7469.65,Month-to-month,Yes
5214-GJPQ,53,29.21,7388.9,Month-to-month,No
4613-GHMU,42,79.9,4068.74,Month-to-month,No
3340-CWTH,63,82.36,2690.28,Two year,No
9361-MICS,27,84.85,5923.35,One year,Yes
7748-MKGH,38,46.74,390.03,Two year,No
5870-UGIK,60,21.51,3850.68,One year,No
4392-SIVI,7,116.5,2756.95,Month-to-month,No
4512-QYPI,5,45.09,7372.23,One year,No
6078-CSXT,45,87.6,194.82,One year,No
5653-FENW,58,90.66,4467.24,Two year,No
2893-FTYA,31,81.0,5951.24,One year,No
0913-MEHF,23,51.29,3931.64,Month-to-month,No
7221-URDT,42,47.11,774.68,One year,No
2007-TKAV,10,79.77,7782.44,One year,No
6177-FPII,32,106.61,4192.28,One year,Yes
5022-GRMH,53,114.67,4952.07,Two year,Yes
0954-XNGA,30,30.59,1969.22,One year,No
4335-CFZK,39,35.48,3919.63,One year,No
2356-IVZC,31,114.47,3490.28,Two year,No
1842-DQMS,2,93.65,691.68,Two year,No
5272-IIDI,12,108.3,938.67,Two year,No
5406-TUOI,39,40.26,6716.03,Two year,No
6375-WZCC,66,78.76,1994.58,Month-to-month,No
6371-TELZ,13,90.11,1640.17,Month-to-month,No
0418-MTOK,46,88.01,4088.8,One year,No
2429-RNPJ,27,60.82,6173.1,Month-to-month,No
6152-PSNG,17,21.54,589.38,One year,No
4997-WDNV,60,78.29,4656.78,Month-to-month,No
0410-ZIES,64,45.31,1041.76,Two year,Yes
5304-EJOF,35,65.03,388.04,Two year,Yes
6928-WPHQ,70,115.76,516.68,Month-to-month,No
4256-CDSH,30,59.9,6689.9,Month-to-month,No
2175-TIUP,71,103.98,1031.98,One year,No
2886-MEUZ,63,38.85,456.7,One year,No
0811-WIXB,28,87.25,3559.41,One year,No
5463-NDOJ,60,117.7,6767.55,Two year,No
3435-NWVY,37,30.19,2173.03,Two year,No
9878-OMUR,22,20.83,3431.53,Two year,No
5430-JMRS,68,63.36,415.39,Two year,Yes
2599-JETA,20,29.26,3647.72,One year,No
4503-CJGX,68,94.84,4663.14,Two year,No
6024-BSGQ,64,111.45,4610.17,Two year,No
9889-ZQMM,17,63.4,2726.17,Two year,No
8780-AXDT,12,45.87,2592.71,Two year,No
8148-BQBC,22,63.44,942.33,Month-to-month,No
5916-AVWI,17,92.34,2997.71,One year,No
7959-NYKV,10,20.91,886.01,One year,No
6085-SCLH,65,78.95,6156.11,Two year,No
1517-VAHJ,22,81.33,7733.57,Month-to-month,Yes
3565-MDCS,50,83.77,7763.59,One year,No
1597-UFJC,14,44.2,6934.06,One year,Yes
7286-XETD,64,91.41,4846.26,Two year,No
0711-IFEW,47,29.14,5636.84,Two year,Yes
1262-MPJQ,29,39.93,2353.13,One year,No
4680-VKNF,36,107.75,5083.09,One year,No
7387-FSNV,52,93.87,3699.63,Month-to-month,No
7072-MACR,7,21.37,3907.94,One year,Yes
1153-JPAS,29,44.84,6086.43,One year,No
6804-IQCX,11,41.44,2327.16,Two year,No
3410-VLOL,33,47.08,2612.51,One year,No
3823-IRHZ,6,44.76,7404.67,Two year,Yes
8795-KUYK,32,26.25,544.17,One year,No
0598-ZYFZ,51,65.89,3936.51,One year,Yes
7139-ZITU,58,93.27,7311.13,One year,No
4101-WHCG,26,80.67,4921.87,Month-to-month,No
2026-VJMI,46,87.29,4416.62,Two year,No
4669-RVST,29,28.11,2072.98,Month-to-month,No
0171-UXVS,4,115.15,2811.88,One year,No
4304-TPFP,13,103.85,6831.18,Month-to-month,No
7338-PTXQ,39,100.51,4517.82,Two year,Yes
1124-IRLH,15,102.3,4166.46,One year,No
3809-KERV,29,113.27,886.68,Month-to-month,No
4061-WUAI,29,74.43,226.62,Month-to-month,No
5344-YKUH,32,40.03,7713.11,Two year,No
2668-LJMI,2,81.68,3078.19,Month-to-month,No
5379-NJRD,47,94.29,4865.38,Two year,No
3951-VSLB,22,93.79,729.75,One year,No
2143-XRGI,27,72.14,5496.6,One year,Yes
2851-JAIQ,67,26.85,7467.28,Month-to-month,No
5307-GCCS,56,57.11,4647.76,One year,Yes
6429-RGVV,21,112.08,1096.31,One year,No
7540-JDZQ,47,78.44,4695.6,Month-to-month,No
8390-YTKA,59,73.83,6154.14,One year,No
9268-VLDE,6,46.89,3310.69,Month-to-month,No
2358-GUJM,19,56.84,7050.72,Two year,No
7477-HRPX,57,109.53,5224.6,Two year,No
6240-KDGP,69,86.65,7204.07,Two year,Yes
9320-IBHS,3,98.74,5025.69,Month-to-month,No
8563-KYAI,1,65.43,1137.17,Month-to-month,No
3447-FSRG,58,83.02,2546.56,One year,No
0896-OIFZ,38,44.84,1694.18,One year,Yes
3236-AQEJ,15,90.55,7279.73,One year,Yes
4909-OMGX,34,62.76,6107.16,One year,Yes
1680-FZOE,61,64.25,5443.55,One year,Yes
1774-KTKP,35,84.93,2477.63,Month-to-month,No
3318-YTIN,64,113.63,1553.95,Month-to-month,No
3844-VLYE,25,26.4,6075.96,Two year,No
2534-EXJQ,24,102.47,3845.85,Two year,No
9466-DQZP,12,49.24,1883.74,Two year,No
7932-OMCJ,18,64.39,4971.31,Two year,Yes
7865-WWEJ,15,22.19,418.64,Month-to-month,No
8199-IHXF,27,50.1,2676.75,Month-to-month,No
4269-UZNC,72,70.26,3801.6,Month-to-month,Yes
6391-MZAA,60,25.62,1268.87,One year,No
6898-BKGS,46,69.11,7878.77,One year,No
1765-AMSH,17,112.71,1751.87,Two year,Yes
3873-SNQL,53,30.54,1129.79,One year,Yes
1128-TCEK,8,96.44,1707.93,Month-to-month,No
3972-CQBX,27,60.97,6175.58,Two year,Yes
4222-LUSO,46,85.52,3461.49,Two year,No
5712-FJJH,50,46.02,4566.79,One year,Yes
9164-LHTS,71,35.95,265.97,Two year,No
1236-AFHP,3,36.05,372.01,One year,No
2779-KQEI,64,27.05,3622.02,One year,No
1833-WMEN,44,38.56,6551.58,Two year,No
1809-IIFH,53,86.42,7093.39,One year,No
7763-LXXV,24,108.17,784.98,One year,No
8752-FRKC,60,101.41,4353.07,One year,No
3055-TWZB,3,88.51,7314.51,One year,Yes
5227-RQGR,20,31.04,3164.98,Two year,Yes
4065-CEVB,46,48.92,6653.57,Month-to-month,No
9502-PPMN,15,50.98,1156.2,Month-to-month,No
7361-DCFO,25,45.0,7489.62,One year,No
2455-WCXU,71,71.5,6036.24,One year,No
1864-ATPM,17,73.56,7536.54,One year,No
1559-HWGH,9,55.69,5445.28,Month-to-month,No
5349-YMIZ,38,55.38,2970.89,One year,No
4104-HYLQ,48,102.86,7511.63,Two year,Yes
5177-FNIN,60,98.93,2276.98,Two year,No
1365-EETU,63,50.78,2724.16,Two year,No
8619-ZQUU,2,111.38,5636.39,Month-to-month,No
2948-HDIJ,72,115.28,6146.0,One year,No
7443-KTKZ,11,52.67,7442.29,One year,No
3897-ASFS,64,55.44,1717.94,One year,No
2337-IOFF,72,70.56,6404.18,Month-to-month,Yes
5812-IMSM,21,114.11,5934.51,Month-to-month,Yes
9066-XMHP,18,107.63,603.98,Month-to-month,No
3162-JYCD,64,30.26,3159.06,Month-to-month,No
7374-DDHF,38,59.27,2333.85,Two year,No
0257-GNHA,32,75.34,2505.47,Month-to-month,No
7077-IWXL,11,70.31,7865.28,Month-to-month,Yes
8144-IRSG,45,39.39,5177.94,Month-to-month,No
7014-KMBN,33,105.88,5769.64,One year,No
9504-ANUU,41,87.69,7815.28,One year,No
4567-OZUN,8,103.79,3079.89,One year,Yes
7809-PZTT,11,105.88,6434.54,Two year,No
4248-TQBQ,51,94.84,3532.79,Two year,No
3568-LAOA,41,63.92,6969.32,Month-to-month,No
8024-GFRI,17,81.05,1527.19,One year,No
4675-JWWD,46,36.04,7586.72,Two year,No
7210-PVUO,32,87.36,1828.3,One year,No
9332-FHLH,54,37.93,2677.14,Two year,Yes
9231-XLVJ,20,89.39,6073.92,Two year,No
4773-LKFJ,33,42.96,3210.67,Month-to-month,No
8019-SDTD,40,31.76,4904.87,Month-to-month,No
4673-EZUJ,32,36.53,3612.13,Two year,Yes
2140-UKWJ,2,20.2,5964.72,Month-to-month,Yes
9848-HZCQ,33,91.87,1903.82,Two year,No
3492-QIDG,30,93.24,561.82,Two year,No
5116-TBUW,33,71.49,2469.44,One year,No
6341-EYZT,26,36.14,3847.04,Month-to-month,No
8181-EMHQ,22,28.36,1427.36,Month-to-month,No
9237-IXAW,66,21.91,2902.9,Month-to-month,Yes
9035-NEAX,38,36.57,3259.87,One year,No
0914-ZWND,46,109.09,553.4,One year,No
6634-XDRJ,15,44.15,4708.13,One year,No
6747-WFFD,44,55.43,7086.31,Month-to-month,No
9200-KXCF,49,30.53,1298.77,Month-to-month,No
1639-RNPW,61,42.24,4822.68,Month-to-month,No
7146-PYAX,67,71.92,5351.44,One year,Yes
3011-DAUE,6,80.78,3412.74,One year,No
3543-QVPL,9,44.54,5638.67,Two year,No
2651-HTYI,6,25.77,3344.78,One year,No
8284-ORRI,32,59.1,4086.63,Two year,Yes
5036-ZDFL,41,43.42,158.09,Month-to-month,Yes
1528-HLZC,8,41.96,5564.59,One year,No
8539-ZFVF,72,115.99,5324.61,Month-to-month,No
0736-DWNU,50,81.63,403.37,Month-to-month,No
3295-JCEQ,62,75.69,3009.18,Month-to-month,No
6871-YPWH,62,61.58,7834.35,Month-to-month,Yes
9929-ZXMD,7,62.89,3423.82,One year,No
9025-IXPY,4,74.09,4065.37,Month-to-month,No
0418-TUYG,6,89.64,7288.45,Two year,No
7631-VBZH,58,90.21,5766.37,One year,No
8179-DLRT,22,37.17,4698.35,Month-to-month,No
0131-QMRH,26,70.01,6402.66,One year,No
1740-ZXIH,3,61.2,6928.49,Two year,Yes
9381-MPWR,41,107.05,3709.42,Month-to-month,No
7721-ZPPJ,60,83.14,3853.36,Two year,No
8689-KQWH,14,73.25,3149.8,Month-to-month,Yes
7225-KVZC,12,31.54,7736.98,Two year,No
1824-PRCU,12,80.56,5607.61,Month-to-month,No
7583-NYJP,13,31.72,757.46,One year,Yes
5795-DTJR,25,53.72,6917.38,Month-to-month,Yes
9437-JUWO,45,34.28,3896.42,One year,No
5986-URAO,19,89.21,643.16,Month-to-month,No
0909-USWG,55,40.63,4442.77,Month-to-month,No
8392-LBLZ,45,59.19,3395.6,Two year,No
2727-OIKJ,8,109.57,7034.22,Two year,No
8883-QTVF,53,40.43,1711.56,Two year,No
8176-IMEJ,55,70.78,6629.07,Month-to-month,Yes
2738-XTYI,32,61.93,4505.74,Month-to-month,Yes
1597-OTNK,51,21.81,531.42,Month-to-month,No
6105-WKGS,44,99.28,7777.58,One year,Yes
5391-YVXH,70,26.9,4149.66,One year,Yes
5094-BORH,18,67.43,2397.93,Month-to-month,No
4892-FQFA,22,76.07,3808.31,Two year,Yes
2068-KOOK,37,82.84,6877.08,Two year,No
8568-ZTSZ,56,88.86,2508.73,Two year,No
8239-YIJY,59,45.33,1622.14,Month-to-month,No
1892-NDZU,3,21.0,1119.66,Two year,No
5438-PSSQ,28,92.34,2453.09,Month-to-month,Yes
5945-BQML,35,73.57,6262.38,One year,No
9155-BJWD,61,103.61,3825.85,Two year,No
6075-YSSM,54,102.14,1897.1,One year,No
7992-LNRI,63,104.33,1412.86,Two year,Yes
5891-ORIA,7,68.51,2728.56,Month-to-month,No
6731-ZPNS,49,53.36,7525.4,Month-to-month,Yes
7267-EEQM,31,99.16,2809.91,Month-to-month,No
1095-YKKS,58,65.13,7906.18,Month-to-month,No
1303-SWME,61,38.34,3933.32,Two year,Yes
4296-ITNA,24,105.5,1515.39,One year,No
6903-EZNA,20,108.26,7140.01,Month-to-month,No
3095-WYEQ,37,66.63,3736.81,Two year,No
1238-XPOX,4,27.57,5706.4,One year,No
7811-VABN,20,58.78,7871.32,Month-to-month,No
9983-HJEN,60,100.35,496.39,One year,No
9469-XYYO,24,110.18,863.89,Month-to-month,Yes
3415-IJGV,50,40.35,5791.61,One year,No
1439-XVXS,49,26.7,2326.42,One year,Yes
8056-INON,51,107.74,1555.98,Month-to-month,No
3523-LFYL,36,58.94,410.96,Two year,No
4001-OPHZ,66,74.18,272.59,One year,No
7765-BYHP,34,116.81,6218.44,Month-to-month,No
9567-NBHE,36,26.66,1162.02,One year,No
9088-TNEJ,6,84.83,3794.99,One year,No
6909-XSBF,39,27.41,4886.58,Two year,No
2609-FRYA,42,57.55,3483.98,One year,No
2889-ZVJV,58,100.38,314.14,One year,No
0126-WKOW,12,63.35,6289.66,Month-to-month,No
6287-HRKK,3,119.72,183.05,Month-to-month,Yes
2984-PQKS,18,75.91,6118.93,Two year,No
4626-CXME,40,52.12,7157.11,One year,No
3926-YKNH,21,42.01,3519.44,One year,No
5118-WYOM,15,55.05,4330.79,One year,No
1941-FVET,26,57.25,3868.17,Two year,No
8264-DPBY,8,26.87,3174.75,One year,No
7123-OYIY,42,56.96,7110.65,Month-to-month,No
9326-KDHB,44,66.42,7162.07,Two year,Yes
1164-WBGN,14,92.27,2752.95,Month-to-month,No
5190-RKNQ,2,85.67,4959.05,Month-to-month,No
1931-CGJO,37,90.88,7422.57,Two year,Yes
8712-QOBQ,69,20.84,7700.26,Month-to-month,No
9962-QLTR,38,41.77,4120.78,One year,No
6394-XDNJ,41,86.17,3677.32,Two year,No
1619-ZWJA,62,68.4,2301.69,Month-to-month,No
8147-OFKV,60,20.53,7675.09,One year,No
3944-TLKJ,14,100.45,1228.23,One year,No
3372-FEFW,2,97.28,4680.65,Month-to-month,No
6695-TKQF,70,74.84,2332.15,One year,No
1163-VUQB,17,26.65,2304.17,Two year,No
2513-NELS,28,96.65,3299.25,Month-to-month,No
3627-OEKU,66,78.37,7990.46,One year,No
1448-DYIY,35,98.2,534.23,One year,No
6786-UCAW,5,95.17,4670.48,Month-to-month,No
0839-FDFV,65,100.3,752.32,Month-to-month,No
3958-MSHC,40,71.8,1320.71,Month-to-month,No
5914-NQEO,56,34.03,3572.55,Month-to-month,No
4969-ZRDL,36,87.12,4132.64,Two year,No
7133-EARV,45,82.05,2144.46,Month-to-month,No
9518-ZYOX,23,94.23,2600.01,Two year,No
9801-HKDZ,47,36.99,787.04,Two year,No
7693-SYCP,31,39.5,2495.44,Month-to-month,No
7084-EWEH,11,109.04,7735.81,Two year,No
5949-BGHL,10,95.0,7563.19,Month-to-month,Yes
4077-LCOD,67,110.82,2745.54,Month-to-month,No
9670-JXJA,14,95.87,4609.75,One year,No
6638-WUKI,10,79.72,7285.8,Month-to-month,No
9754-GXXC,1,85.41,148.85,One year,No
6351-VUCB,5,108.91,6504.4,Two year,No
3187-WAAU,20,77.88,7592.12,One year,No
8616-WLWU,8,83.24,821.47,Two year,No
1171-TCCY,43,35.65,1375.44,Month-to-month,Yes
0720-CINM,1,67.39,7689.9,Two year,No
1961-HRWB,57,91.64,4346.57,Two year,No
1011-DOZS,64,47.09,212.15,Month-to-month,No
7013-ZEQP,28,40.23,2135.29,Two year,Yes
6524-VTNR,37,51.38,3654.56,Month-to-month,Yes
9270-BITQ,47,44.15,5573.98,One year,No
8077-ATCP,37,41.49,5891.97,Month-to-month,Yes
9366-BGVL,49,62.49,7963.83,Month-to-month,Yes
7447-IZEP,44,110.78,2371.34,Two year,Yes
0344-YWZM,56,70.71,4351.94,One year,No
8417-KADI,28,38.79,4313.26,Month-to-month,No
9630-UREP,6,27.7,3304.6,One year,Yes
